Port,Country,Region,Year,Throughput_TEU,Cargo_Tons,Vessel_Arrivals,Imports_TEU,Exports_TEU,Growth_Rate_%
Dubai,UAE,Middle East,2003,11229694,162369480,10258,6218213,5011480,7.13
Busan,South Korea,Asia,2007,22660284,457226927,26621,11597390,11062893,-0.74
Hamburg,Germany,Europe,2017,28954002,345551250,28134,13691321,15262680,-2.92
Hamburg,Germany,Europe,2002,38056417,678020178,48302,19955122,18101294,3.01
Busan,South Korea,Asia,2000,50410483,1118386603,14996,23656454,26754028,1.2
Los Angeles,USA,North America,2019,10929242,126774304,36532,6073005,4856236,1.22
Dubai,UAE,Middle East,2024,31910094,626808012,22663,14943866,16966227,9.44
Qingdao,China,Asia,2007,10432319,124565493,38892,5756013,4676305,-2.54
Qingdao,China,Asia,2002,29620120,676853427,45966,16098588,13521531,2.66
Los Angeles,USA,North America,2018,25107661,533258391,16645,12605733,12501927,5.73
Busan,South Korea,Asia,2002,14644225,216827909,16865,7465176,7179048,1.12
Dubai,UAE,Middle East,2007,41976134,1000389107,39220,21594291,20381842,4.79
Dubai,UAE,Middle East,2022,18985970,292171698,20581,10903277,8082692,10.24
Qingdao,China,Asia,2015,50313766,965733137,34990,28762982,21550783,10.02
Hamburg,Germany,Europe,2017,42015546,807512917,21905,19538608,22476937,-4.04
Shenzhen,China,Asia,2010,15401460,211593700,27327,8664658,6736801,11.95
Los Angeles,USA,North America,2017,26416944,418273861,26734,10599325,15817618,-1.44
Busan,South Korea,Asia,2016,42365898,495629706,19577,20154741,22211156,5.88
Los Angeles,USA,North America,2015,24634994,550370059,37080,12674465,11960528,-3.32
Antwerp,Belgium,Europe,2006,9654247,148623051,48398,5640624,4013622,-0.56
Singapore,Singapore,Asia,2004,14752274,232691752,24557,6487521,8264752,3.62
Qingdao,China,Asia,2008,54448855,645306057,35386,28189400,26259454,-4.93
Los Angeles,USA,North America,2021,20873757,306542180,35550,10480792,10392964,7.22
Shanghai,China,Asia,2015,27434617,551844189,28942,11920861,15513755,3.51
Los Angeles,USA,North America,2001,33112704,373105095,27721,16047574,17065129,5.59
Los Angeles,USA,North America,2021,47565704,806125428,20237,28517964,19047739,-2.5
Shanghai,China,Asia,2014,34741715,784571993,21063,18604071,16137643,7.34
Los Angeles,USA,North America,2012,47075044,567703287,32157,20498905,26576138,1.16
Rotterdam,Netherlands,Europe,2008,11402878,210920176,43216,6553770,4849107,8.72
Busan,South Korea,Asia,2001,8289718,105855669,40171,3883428,4406289,0.85
Shenzhen,China,Asia,2015,15569081,269415891,27427,7852673,7716407,-1.44
Antwerp,Belgium,Europe,2019,11839007,238146997,16363,5154494,6684512,-0.56
Singapore,Singapore,Asia,2021,40008736,940558513,14037,16385587,23623148,0.21
Antwerp,Belgium,Europe,2023,35389786,522601298,38090,14177403,21212382,5.96
Qingdao,China,Asia,2011,23797230,591973810,30748,10777021,13020208,-4.13
Singapore,Singapore,Asia,2018,17473895,182716622,15726,9392011,8081883,9.87
Los Angeles,USA,North America,2015,25902846,535017530,34102,11324350,14578495,-3.14
Singapore,Singapore,Asia,2022,5439169,104621047,21264,2535509,2903659,7.93
Antwerp,Belgium,Europe,2017,30470992,635500146,15684,14980590,15490401,-4.32
Qingdao,China,Asia,2021,15230690,344455061,42979,7014386,8216303,7.82
Rotterdam,Netherlands,Europe,2021,51577449,1135916843,39194,27523278,24054170,7.55
Shenzhen,China,Asia,2016,22181814,345826430,11353,10032527,12149286,0.5
Rotterdam,Netherlands,Europe,2016,22832694,264178871,39140,9243655,13589038,0.35
Dubai,UAE,Middle East,2018,9112305,130885575,22505,4289214,4823090,6.59
Shanghai,China,Asia,2017,19873761,311155801,37414,11242607,8631153,0.34
Antwerp,Belgium,Europe,2024,36716393,500510945,49260,15327124,21389268,6.38
Busan,South Korea,Asia,2009,36921383,757142154,37340,16902330,20019052,1.96
Qingdao,China,Asia,2019,46965395,750218846,21426,27741083,19224311,10.47
Dubai,UAE,Middle East,2008,11261589,165251813,27925,5534176,5727412,3.63
Busan,South Korea,Asia,2024,17522230,280060850,15557,7209742,10312487,-3.5
Busan,South Korea,Asia,2007,16324358,259553246,40943,7267020,9057337,-0.55
Singapore,Singapore,Asia,2005,11789848,242303395,11732,5014921,6774926,0.46
Los Angeles,USA,North America,2013,5319820,131814836,39949,2983184,2336635,-3.18
Qingdao,China,Asia,2000,51757374,598607876,22219,21564934,30192439,9.31
Hamburg,Germany,Europe,2004,43135447,690738366,42864,23933214,19202232,1.05
Busan,South Korea,Asia,2022,5154307,82373628,49508,2207804,2946502,0.04
Los Angeles,USA,North America,2001,32599328,563851052,24078,15260799,17338528,10.41
Los Angeles,USA,North America,2008,42760311,932411570,23153,23033466,19726844,7.24
Busan,South Korea,Asia,2016,53573607,804692682,17731,28382754,25190852,8.2
Shenzhen,China,Asia,2002,51138254,831988823,32182,22060998,29077255,5.28
Los Angeles,USA,North America,2006,11975031,152250091,42899,6747307,5227723,10.1
Rotterdam,Netherlands,Europe,2004,27626608,595242924,12519,15138323,12488284,3.86
Hamburg,Germany,Europe,2013,52833802,811328623,35633,23661419,29172382,6.16
Shanghai,China,Asia,2001,49422258,1175773852,22846,29071955,20350302,1.67
Dubai,UAE,Middle East,2013,23369095,393854401,31863,11471481,11897613,8.29
Dubai,UAE,Middle East,2009,41754150,834879729,18549,21527419,20226730,9.4
Los Angeles,USA,North America,2016,10291427,129781452,41342,4415465,5875961,-3.59
Rotterdam,Netherlands,Europe,2006,32540988,648670515,43705,15108975,17432012,0.97
Los Angeles,USA,North America,2005,13104814,230299692,33562,7064802,6040011,-1.87
Hamburg,Germany,Europe,2022,5545287,62234153,11708,2556789,2988497,6.72
Dubai,UAE,Middle East,2016,37462925,836750605,41757,18164957,19297967,9.32
Los Angeles,USA,North America,2000,20650321,316547267,29590,12102408,8547912,0.21
Qingdao,China,Asia,2006,40306352,921003423,30333,17368739,22937612,5.33
Antwerp,Belgium,Europe,2023,37096259,630157297,20745,20980986,16115272,2.51
Rotterdam,Netherlands,Europe,2004,27102901,321157535,36555,16003045,11099855,7.71
Hamburg,Germany,Europe,2020,49581068,1146648983,37346,26160405,23420662,2.81
Los Angeles,USA,North America,2012,5981196,75249171,41843,3230097,2751098,9.03
Rotterdam,Netherlands,Europe,2019,32171985,618726203,24030,18631614,13540370,11.15
Singapore,Singapore,Asia,2000,15667509,349399032,24750,9209913,6457595,6.46
Singapore,Singapore,Asia,2008,44123288,1070907201,34463,22211338,21911949,1.15
Shanghai,China,Asia,2020,38720976,547190383,21573,20379935,18341040,-3.46
Los Angeles,USA,North America,2010,35869181,889140783,26709,15391912,20477268,-4.31
Shenzhen,China,Asia,2009,18835248,211803549,38477,10425470,8409777,3.5
Dubai,UAE,Middle East,2002,32498691,404493985,31836,16782525,15716165,10.55
Antwerp,Belgium,Europe,2000,34152632,636516765,39298,17106355,17046276,-4.46
Hamburg,Germany,Europe,2019,8627798,200835794,25350,3484693,5143104,-2.96
Los Angeles,USA,North America,2002,17463583,185908795,41135,8076426,9387156,7.84
Hamburg,Germany,Europe,2018,35070990,425783388,29009,18038162,17032827,8.25
Shenzhen,China,Asia,2017,35458115,493146072,37254,16420319,19037795,2.67
Busan,South Korea,Asia,2001,40562895,672786464,16358,22962925,17599969,-4.46
Shanghai,China,Asia,2007,53465460,1258395142,26481,31032837,22432622,11.8
Shenzhen,China,Asia,2020,52797146,1094142063,15704,30817018,21980127,7.23
Antwerp,Belgium,Europe,2023,39521606,785163064,10183,17288729,22232876,-3.02
Dubai,UAE,Middle East,2019,22623303,435737661,46247,9159057,13464245,1.75
Rotterdam,Netherlands,Europe,2009,11981388,236331419,14170,6122578,5858809,-2.51
Shanghai,China,Asia,2010,15535054,253012942,10220,6752166,8782887,0.93
Dubai,UAE,Middle East,2003,45614455,507311861,42714,25517320,20097134,3.11
Rotterdam,Netherlands,Europe,2011,13779511,307878739,17676,7964835,5814675,11.19
Dubai,UAE,Middle East,2020,52828312,1232940628,21474,24011667,28816644,10.43
Antwerp,Belgium,Europe,2004,8158708,187562123,35800,3987098,4171609,2
Qingdao,China,Asia,2008,15191713,220361833,14915,6301194,8890518,3.9
Los Angeles,USA,North America,2019,42045778,787922667,13679,18445627,23600150,8.74
Los Angeles,USA,North America,2017,24710392,333779297,40481,12181850,12528541,-4.85
Antwerp,Belgium,Europe,2018,13856755,257738197,18389,6730720,7126034,2.76
Dubai,UAE,Middle East,2013,32287105,754202637,26524,16884937,15402167,1.42
Busan,South Korea,Asia,2017,42287351,557612708,32888,24118351,18168999,-0.89
Rotterdam,Netherlands,Europe,2004,48587416,613367706,49796,20246480,28340935,2.57
Qingdao,China,Asia,2014,11746374,253448049,18545,5550833,6195540,-1.74
Rotterdam,Netherlands,Europe,2014,29256741,678967313,31241,15903795,13352945,10.24
Antwerp,Belgium,Europe,2013,44791150,1016876608,25775,23484602,21306547,9.79
Hamburg,Germany,Europe,2016,23146584,400764244,35788,12322254,10824329,9.02
Singapore,Singapore,Asia,2017,29433847,545784930,21391,15618168,13815678,0.02
Singapore,Singapore,Asia,2007,54345347,1046485242,34662,24084139,30261207,0.57
Busan,South Korea,Asia,2022,53428228,1039874981,19322,29073755,24354472,4.18
Antwerp,Belgium,Europe,2022,35754518,489050895,36214,14671990,21082527,6.36
Los Angeles,USA,North America,2019,22475889,390040993,48715,13293524,9182364,0.88
Hamburg,Germany,Europe,2000,10797020,260737320,42130,6143907,4653112,-3.55
Los Angeles,USA,North America,2002,21022779,388310327,44804,11257871,9764907,4.57
Rotterdam,Netherlands,Europe,2015,36516776,679547721,16863,21309656,15207119,-3.84
Busan,South Korea,Asia,2020,42447067,437806701,42473,19383161,23063905,-0.11
Antwerp,Belgium,Europe,2003,5657994,76455673,32150,2834909,2823084,-0.92
Shenzhen,China,Asia,2018,17488607,281968241,26376,8211036,9277570,9.22
Busan,South Korea,Asia,2019,12056726,126306266,29157,5586235,6470490,6.57
Dubai,UAE,Middle East,2004,11812633,145548508,19727,6680434,5132198,1.37
Qingdao,China,Asia,2003,37833305,898358932,25038,22580558,15252746,1.84
Los Angeles,USA,North America,2014,42382242,481135967,30554,23988343,18393898,-1.98
Qingdao,China,Asia,2024,14570235,225116861,36763,6914018,7656216,1.09
Antwerp,Belgium,Europe,2024,20590845,282435520,10299,9390040,11200804,-0.01
Shanghai,China,Asia,2021,43094080,597063025,14589,25613034,17481045,-4.26
Busan,South Korea,Asia,2000,22627493,544251937,22377,9083163,13544329,-0.49
Singapore,Singapore,Asia,2001,42326743,522289164,49320,19998265,22328477,0.55
Qingdao,China,Asia,2006,14743279,289476496,45006,5938957,8804321,5.69
Singapore,Singapore,Asia,2021,46263058,1014740061,39616,26743355,19519702,4.5
Busan,South Korea,Asia,2021,50420754,743557644,36601,23752638,26668115,3.88
Antwerp,Belgium,Europe,2013,29674028,604997041,45629,15032325,14641702,5.36
Shenzhen,China,Asia,2009,29280971,653626326,15221,15889527,13391443,-1.96
Qingdao,China,Asia,2009,34571831,541216152,31827,20003980,14567850,4.51
Busan,South Korea,Asia,2012,49433341,806086674,27330,24973099,24460241,3
Busan,South Korea,Asia,2012,50927859,797501865,40944,25416646,25511212,-0.71
Shanghai,China,Asia,2012,43432528,1079909300,42115,19910720,23521807,-1.28
Dubai,UAE,Middle East,2021,31124049,764497607,41090,16467513,14656535,10.7
Dubai,UAE,Middle East,2007,15685189,302596650,24754,8381234,7303954,-4.97
Busan,South Korea,Asia,2023,5003961,91106671,33254,2666360,2337600,-4.87
Singapore,Singapore,Asia,2020,47756198,538246341,22660,22338325,25417872,5.49
Los Angeles,USA,North America,2012,33420016,479285233,11204,18672256,14747759,-4.48
Shanghai,China,Asia,2003,43137734,517553890,44806,24195449,18942284,8.45
Shanghai,China,Asia,2011,21841806,289627440,37501,9056131,12785674,7.6
Singapore,Singapore,Asia,2020,47401993,1068755832,16007,21985701,25416291,6.5
Rotterdam,Netherlands,Europe,2020,51119016,1258331871,45934,29759044,21359971,10.14
Rotterdam,Netherlands,Europe,2009,42207620,602550498,18843,23325441,18882178,-4.82
Qingdao,China,Asia,2006,7185551,179507323,42198,3965151,3220399,7.24
Dubai,UAE,Middle East,2017,15778810,309667383,47853,7222203,8556606,11.68
Antwerp,Belgium,Europe,2018,34255839,521604754,48766,17331639,16924199,8.64
Rotterdam,Netherlands,Europe,2000,25531189,317663031,11243,10503788,15027400,8.27
Antwerp,Belgium,Europe,2017,35770805,532837212,19491,17058817,18711987,10.61
Rotterdam,Netherlands,Europe,2005,37640742,623419431,37219,16050667,21590074,3.04
Shenzhen,China,Asia,2021,54188549,949596068,49109,22673755,31514793,11.97
Rotterdam,Netherlands,Europe,2013,32441091,549714782,37759,16042385,16398705,4.53
Antwerp,Belgium,Europe,2023,41815783,428529803,48183,18086083,23729699,7.85
Singapore,Singapore,Asia,2012,33658274,726692622,29667,18504580,15153693,2.52
Antwerp,Belgium,Europe,2012,32266220,449357131,21892,15181177,17085042,0.15
Hamburg,Germany,Europe,2019,53615140,563487924,10785,28057303,25557836,-0.31
Hamburg,Germany,Europe,2003,23098153,248505643,21556,11923884,11174268,6.48
Rotterdam,Netherlands,Europe,2008,16791012,293439180,38777,6974577,9816434,2.87
Hamburg,Germany,Europe,2006,16332726,247194103,48316,7689326,8643399,0.27
Hamburg,Germany,Europe,2009,14706415,343942319,46124,6674231,8032183,3.52
Antwerp,Belgium,Europe,2023,25901577,447493931,13123,10774604,15126972,10.68
Dubai,UAE,Middle East,2015,13362361,250682552,11601,6225037,7137323,9.09
Qingdao,China,Asia,2019,28215748,426749245,38237,16607161,11608586,2.79
Shanghai,China,Asia,2015,37161445,618975755,46487,15964842,21196602,2.93
Shenzhen,China,Asia,2016,54401943,885994361,23369,30952816,23449126,2.53
Shenzhen,China,Asia,2016,50954093,906435046,28883,20704768,30249324,5.06
Busan,South Korea,Asia,2018,50607832,1057540309,39746,29452344,21155487,2.86
Hamburg,Germany,Europe,2024,46871504,477187009,18149,22056086,24815417,1.23
Shenzhen,China,Asia,2016,32377928,793839258,49642,17692539,14685388,10.18
Qingdao,China,Asia,2011,30988587,687068977,17849,13345123,17643463,-1.03
Qingdao,China,Asia,2014,30763607,764189821,46899,15353103,15410503,4.87
Antwerp,Belgium,Europe,2006,19189625,316110634,34046,7990628,11198996,-4.28
Los Angeles,USA,North America,2023,45584288,1026437911,14527,25767873,19816414,7.49
Antwerp,Belgium,Europe,2023,19637670,277664378,38274,11059844,8577825,11.68
Rotterdam,Netherlands,Europe,2022,12813056,189523844,44269,6622890,6190165,-2.43
Qingdao,China,Asia,2017,7768915,140487245,29658,3966797,3802117,0.3
Singapore,Singapore,Asia,2007,15132316,310247338,13547,8987006,6145309,0.06
Antwerp,Belgium,Europe,2013,38343244,900263362,18592,21451401,16891842,5.15
Busan,South Korea,Asia,2024,27380038,679002842,28261,14636778,12743259,5.34
Los Angeles,USA,North America,2009,39219505,422460473,29853,16439701,22779803,-3.73
Qingdao,China,Asia,2008,50007705,923178772,40767,22028330,27979374,5.12
Qingdao,China,Asia,2012,39864677,965667236,34538,16545849,23318827,3.97
Dubai,UAE,Middle East,2008,8392569,198774008,37224,3652974,4739594,-0.71
Rotterdam,Netherlands,Europe,2008,25137899,262001993,41207,11293880,13844018,5.31
Los Angeles,USA,North America,2011,21364857,417986202,16121,11900008,9464848,-3.78
Dubai,UAE,Middle East,2024,36153663,531658084,44612,18079777,18073885,7.03
Qingdao,China,Asia,2006,34442563,517787483,31834,16619049,17823513,10.12
Busan,South Korea,Asia,2016,25686075,618546208,28013,12178177,13507897,8.71
Singapore,Singapore,Asia,2017,45935590,1116096703,30931,18548710,27386879,10.97
Qingdao,China,Asia,2021,34710089,746331747,35548,19249273,15460815,3.19
Qingdao,China,Asia,2011,45722414,887386720,16951,23111136,22611277,8.26
Singapore,Singapore,Asia,2010,16744799,322189674,36326,8481521,8263277,5.17
Busan,South Korea,Asia,2001,42204154,912070586,17275,22537419,19666734,-2.12
Singapore,Singapore,Asia,2021,30789715,318617654,18337,12801821,17987893,7.41
Rotterdam,Netherlands,Europe,2014,21532774,429776158,42514,12569255,8963518,10.27
Singapore,Singapore,Asia,2006,8147780,181134777,16305,3267420,4880359,11.98
Antwerp,Belgium,Europe,2010,36602624,411099476,13109,16788213,19814410,-3.48
Los Angeles,USA,North America,2008,16945579,314199275,38048,8908783,8036795,-0.84
Busan,South Korea,Asia,2007,38094538,608701875,46705,16787390,21307147,6.68
Singapore,Singapore,Asia,2022,18407834,443059704,46866,9971072,8436761,9.6
Hamburg,Germany,Europe,2002,9503833,212599466,33725,4415688,5088144,2.84
Hamburg,Germany,Europe,2020,10606072,159327552,11920,4832098,5773973,-1.93
Shanghai,China,Asia,2012,11728947,226235533,32879,5585996,6142950,7.46
Shanghai,China,Asia,2009,11632170,273956789,27965,6558164,5074005,3.53
Busan,South Korea,Asia,2019,54878077,1283109837,41562,22700115,32177961,8.35
Qingdao,China,Asia,2004,26246944,543545843,27856,13107833,13139110,1.69
Dubai,UAE,Middle East,2011,18232107,275871867,25668,7336905,10895201,7.09
Dubai,UAE,Middle East,2004,30228343,736436387,42515,17729654,12498688,9.18
Los Angeles,USA,North America,2012,40130987,812448067,45832,17278666,22852320,-1.94
Shenzhen,China,Asia,2010,21951784,437355270,31836,13123573,8828210,-1.68
Singapore,Singapore,Asia,2004,13960239,245999023,23686,6264692,7695546,11.61
Qingdao,China,Asia,2014,17410863,385976719,36362,9786602,7624260,9.55
Rotterdam,Netherlands,Europe,2006,16083675,277977420,21441,6752105,9331569,7.84
Shenzhen,China,Asia,2017,40243349,850097514,41386,20723879,19519469,5.33
Antwerp,Belgium,Europe,2024,16484205,326390479,13239,9523438,6960766,-4.87
Antwerp,Belgium,Europe,2009,12855125,217479772,19863,5677505,7177619,5.33
Shenzhen,China,Asia,2006,38115133,517290391,49080,15863570,22251562,2.64
Shanghai,China,Asia,2015,38441570,817416262,38412,15448422,22993147,-1.71
Los Angeles,USA,North America,2020,49858947,499280422,45212,22114143,27744803,0.84
Hamburg,Germany,Europe,2023,23754158,432357309,45738,10503469,13250688,-4.04
Shenzhen,China,Asia,2024,40253827,767580341,34685,17883445,22370381,11.98
Los Angeles,USA,North America,2020,31282978,536309510,16564,17998052,13284925,8.45
Shanghai,China,Asia,2005,15962097,363802890,37048,8091950,7870146,-3.89
Antwerp,Belgium,Europe,2010,42142151,997647163,34704,18623366,23518784,7.41
Qingdao,China,Asia,2001,19231180,480725380,36420,10240021,8991158,5.37
Shenzhen,China,Asia,2014,50490358,550016645,32299,25599788,24890569,1.12
Singapore,Singapore,Asia,2019,12466124,235061190,23499,6298698,6167425,8.09
Qingdao,China,Asia,2000,33446112,565135710,11411,16853917,16592194,5.47
Qingdao,China,Asia,2014,6792148,123642407,33392,3172334,3619813,3.27
